,filing_org,filing_ein,tax_year,tot_expenses,filing_org_temp
2670,CWK FOUNDATION,273432011,2017-12-31,199485,
2671,CWK FOUNDATION,273432011,2016-12-31,126619,
2672,CWK Foundation,273432011,2015-12-31,117565,
2673,CWK Foundation,273432011,2014-12-31,114814,
2674,CWK Foundation,273432011,2013-12-31,278899,
2675,1792 Exchange,273707886,2023-12-31,6131273,
2676,1792 EXCHANGE,273707886,2022-12-31,1766677,
2677,The World Orphan Fund Inc,274389601,2024-12-31,3370309,
2678,The World Orphan Fund Inc,274389601,2023-12-31,3760299,
2679,The World Orphan Fund Inc,274389601,2022-12-31,1119503,
2680,The World Orphan Fund Inc,274389601,2021-12-31,559720,
2681,AHA FOUNDATION INC,331185369,2024-12-31,1302038,
2682,AHA FOUNDATION INC,331185369,2023-12-31,1465142,
2683,AMERICAN ENDOWMENT FOUNDATION,341747398,2024-12-31,1364155138,
2684,AMERICAN ENDOWMENT FOUNDATION,341747398,2023-12-31,1278019450,
2685,AMERICAN ENDOWMENT FOUNDATION,341747398,2022-12-31,1038658473,
2686,AMERICAN ENDOWMENT FOUNDATION,341747398,2021-12-31,809660191,
2687,AMERICAN ENDOWMENT FOUNDATION,341747398,2020-12-31,536804308,
2688,AMERICAN ENDOWMENT FOUNDATION,341747398,2019-12-31,424614494,
2689,AMERICAN ENDOWMENT FOUNDATION,341747398,2018-12-31,360182285,
2690,AMERICAN ENDOWMENT FOUNDATION,341747398,2017-12-31,323184822,
2691,AMERICAN ENDOWMENT FOUNDATION,341747398,2016-12-31,498658400,
2692,JEWISH UNITED FUND,362167034,2024-06-30,138963160,
2693,Jewish United Fund of Metropolitan,362167034,2023-06-30,124160159,
2694,Jewish United Fund of Metropolitan,362167034,2022-06-30,114975976,
2695,Jewish United Fund of Metropolitan,362167034,2021-06-30,108530242,
2696,Jewish United Fund of Metropolitan,362167034,2019-12-31,103986982,
2697,Jewish United Fund of Metropolitan,362167034,2018-12-31,106258445,
2698,Jewish United Fund of Metropolitan,362167034,2017-12-31,101539859,
2699,Jewish United Fund of Metropolitan,362167034,2016-12-31,98956490,
2700,Jewish United Fund of Metropolitan,362167034,2015-12-31,103262907,
2701,Jewish United Fund of Metropolitan Chicago,362167034,2014-12-31,104714559,
2702,Jewish United Fund of Metropolitan Chicago,362167034,2013-12-31,90808091,
2703,INTERNATIONAL FELLOWSHIP OF,363256096,2024-12-31,271969491,
2704,INTERNATIONAL FELLOWSHIP OF,363256096,2023-12-31,227725768,
2705,INTERNATIONAL FELLOWSHIP OF,363256096,2022-12-31,229072709,
2706,INTERNATIONAL FELLOWSHIP OF,363256096,2021-12-31,176771575,
2707,INTERNATIONAL FELLOWSHIP OF,363256096,2020-12-31,131647635,
2708,International Fellowship of,363256096,2019-12-31,114888541,
2709,International Fellowship of,363256096,2018-12-31,116658401,
2710,INTERNATIONAL FELLOWSHIP OF,363256096,2017-12-31,134425717,
2711,INTERNATIONAL FELLOWSHIP OF,363256096,2016-12-31,132119979,
2712,Believe Big Inc,452665196,2015-12-31,412455,
2713,BELIEVE BIG INC,452665196,2014-12-31,302936,
2714,LEVERAGE RESEARCH INC,453989386,2024-12-31,430580,
2715,LEVERAGE RESEARCH,453989386,2023-12-31,609457,
2716,LEVERAGE RESEARCH INC,453989386,2015-12-31,624740,
2717,LEVERAGE RESEARCH INC,453989386,2014-12-31,654646,
2718,NYC FIRST Inc,462754933,2024-06-30,3580032,
2719,NYC FIRST Inc,462754933,2023-06-30,2980384,
2720,NYC FIRST Inc,462754933,2018-06-30,1889273,
2721,NYC FIRST Inc,462754933,2017-06-30,1634726,
2722,NYC First Inc,462754933,2016-06-30,1079117,
2723,NYC First Inc,462754933,2015-06-30,642222,
2724,LIFESPAN EXTENSION ADVOCACY FOUNDATION,465328762,2023-12-31,1333942,
2725,LIFESPAN EXTENSION ADVOCACY FOUNDATION,465328762,2022-12-31,1031097,
2726,Life Extension Advocacy Foundation,465328762,2019-12-31,558880,
2727,Life Extension Advocacy Foundation,465328762,2018-12-31,399128,
2728,THE PHILOS PROJECT INC,471182714,2024-12-31,7793839,
2729,THE PHILOS PROJECT INC,471182714,2023-12-31,8397729,
2730,THE PHILOS PROJECT INC,471182714,2022-12-31,7984895,
2731,THE PHILOS PROJECT INC,471182714,2021-12-31,5419688,
2732,THE PHILOS PROJECT INC,471182714,2020-12-31,4345243,
2733,THE PHILOS PROJECT INC,471182714,2019-12-31,5958625,
2734,The Philos Project Inc,471182714,2018-12-31,4838577,
2735,The Philos Project Inc,471182714,2017-12-31,7521289,
2736,The Philos Project Inc,471182714,2016-12-31,4645669,
2737,Project on Fair Representation Inc,472593047,2023-12-31,536641,
2738,Project on Fair Representation Inc,472593047,2022-12-31,2015206,
2739,Project on Fair Representation Inc,472593047,2021-12-31,2149961,
2740,AMERICANS FOR FAIR TREATMENT INC,472593565,2024-09-30,1967576,
2741,AMERICANS FOR FAIR TREATMENT INC,472593565,2023-09-30,1989069,
2742,AMERICANS FOR FAIR TREATMENT INC,472593565,2022-09-30,2216492,
2743,AMERICANS FOR FAIR TREATMENT INC,472593565,2021-09-30,1831241,
2744,AFFTA Fisheries Fund,474897297,2023-12-31,188319,
2745,AFFTA Fisheries Fund,474897297,2021-12-31,170029,
2746,JOHNS HOPKINS UNIVERSITY,520595110,2024-06-30,8767958000,JOHNS HOPKINS UNIVERSITY
2747,JOHNS HOPKINS UNIVERSITY,520595110,2023-06-30,7961099000,JOHNS HOPKINS UNIVERSITY
2748,JOHNS HOPKINS UNIVERSITY,520595110,2022-06-30,7301757000,JOHNS HOPKINS UNIVERSITY
2749,JOHNS HOPKINS UNIVERSITY,520595110,2021-06-30,6686829000,JOHNS HOPKINS UNIVERSITY
2750,JOHNS HOPKINS UNIVERSITY,520595110,2020-06-30,6543819000,JOHNS HOPKINS UNIVERSITY
2751,JOHNS HOPKINS UNIVERSITY,520595110,2019-06-30,6262465000,JOHNS HOPKINS UNIVERSITY
2752,JOHNS HOPKINS UNIVERSITY,520595110,2018-06-30,6231023000,JOHNS HOPKINS UNIVERSITY
2753,JOHNS HOPKINS UNIVERSITY,520595110,2017-06-30,5975394000,JOHNS HOPKINS UNIVERSITY
2754,JOHNS HOPKINS UNIVERSITY,520595110,2016-06-30,5654342000,JOHNS HOPKINS UNIVERSITY
2755,JOHNS HOPKINS UNIVERSITY,520595110,2015-06-30,5413130000,JOHNS HOPKINS UNIVERSITY
2756,JOHNS HOPKINS UNIVERSITY,520595110,2014-06-30,5203749000,JOHNS HOPKINS UNIVERSITY
2757,NATIONAL PARK FOUNDATION,521086761,2024-09-30,136658850,NATIONAL PARK FOUNDATION
2758,National Park Foundation,521086761,2023-09-30,120455846,NATIONAL PARK FOUNDATION
2759,National Park Foundation,521086761,2022-09-30,101249301,NATIONAL PARK FOUNDATION
2760,NATIONAL PARK FOUNDATION,521086761,2021-09-30,70717845,NATIONAL PARK FOUNDATION
2761,NATIONAL PARK FOUNDATION,521086761,2020-09-30,71559084,NATIONAL PARK FOUNDATION
2762,NATIONAL PARK FOUNDATION,521086761,2019-09-30,62033055,NATIONAL PARK FOUNDATION
2763,NATIONAL PARK FOUNDATION,521086761,2018-09-30,58804437,NATIONAL PARK FOUNDATION
2764,NATIONAL PARK FOUNDATION,521086761,2017-09-30,70306163,NATIONAL PARK FOUNDATION
2765,NATIONAL PARK FOUNDATION,521086761,2016-09-30,129454071,NATIONAL PARK FOUNDATION
2766,NATIONAL PARK FOUNDATION,521086761,2015-09-30,44235120,NATIONAL PARK FOUNDATION
2767,NATIONAL PARK FOUNDATION,521086761,2014-09-30,30029174,NATIONAL PARK FOUNDATION
2768,Law Enforcement Legal Defense Fund,521095066,2016-12-31,1816242,
2769,Law Enforcement Legal Defense Fund,521095066,2015-12-31,2054906,
2770,LAW ENFORCEMENT LEGAL DEFENSE FUND,521095066,2014-12-31,1703086,
2771,LAW ENFORCEMENT LEGAL DEFENSE FUND,521095066,2013-12-31,2356501,
2772,American Conservative Union Foundation,521294680,2022-03-31,7817710,
2773,YOUTH FOR TOMORROW-NEW LIFE CENTER INC,521342268,2018-06-30,49351999,YOUTH FOR TOMORROW-NEW LIFE CENTER INC
2774,MONTGOMERY COUNTY PUBLIC SCHOOLS EDUCATIONAL FOUNDATION INC,521804509,2024-06-30,4105799,
2775,MONTGOMERY COUNTY PUBLIC SCHOOLS EDUCATIONAL FOUNDATION INC,521804509,2023-06-30,3161401,
2776,Montgomery County Public Schools Educational Found,521804509,2022-06-30,1302683,
2777,Montgomery County Public Schools Educational Found,521804509,2021-06-30,1658579,
2778,Montgomery County Public Schools Educational Found,521804509,2020-06-30,1193877,
2779,MARIJUANA POLICY PROJECT FOUNDATION,521975211,2022-12-31,3079904,
2780,MARIJUANA POLICY PROJECT FOUNDATION,521975211,2021-12-31,1670980,
2781,MARIJUANA POLICY PROJECT FOUNDATION,521975211,2020-12-31,1742205,
2782,MARIJUANA POLICY PROJECT FOUNDATION,521975211,2018-12-31,1571814,
2783,MARIJUANA POLICY PROJECT FOUNDATION,521975211,2017-12-31,3089408,
2784,MARIJUANA POLICY PROJECT FOUNDATION,521975211,2015-12-31,2243023,
2785,MARIJUANA POLICY PROJECT FOUNDATION,521975211,2014-12-31,2021161,
2786,MARIJUANA POLICY PROJECT FOUNDATION,521975211,2013-12-31,2045801,
2787,Catholic University of America,530196583,2023-04-30,386592699,Catholic University of America
2788,Catholic University of America,530196583,2022-04-30,347275059,Catholic University of America
2789,THE CATHOLIC UNIVERSITY OF AMERICA,530196583,2020-04-30,343180258,Catholic University of America
2790,THE CATHOLIC UNIVERSITY OF AMERICA,530196583,2019-04-30,328994502,Catholic University of America
2791,THE CATHOLIC UNIVERSITY OF AMERICA,530196583,2018-04-30,318474131,Catholic University of America
2792,ST CHRISTOPHER'S SCHOOL FOUNDATION,541727301,2024-06-30,10497217,ST CHRISTOPHER'S SCHOOL FOUNDATION
2793,ST CHRISTOPHER'S SCHOOL FOUNDATION,541727301,2023-06-30,8489492,ST CHRISTOPHER'S SCHOOL FOUNDATION
2794,ST CHRISTOPHER'S SCHOOL FOUNDATION,541727301,2022-06-30,6968518,ST CHRISTOPHER'S SCHOOL FOUNDATION
2795,ST CHRISTOPHER'S SCHOOL FOUNDATION,541727301,2021-06-30,8088787,ST CHRISTOPHER'S SCHOOL FOUNDATION
2796,ST CHRISTOPHER'S SCHOOL FOUNDATION,541727301,2020-06-30,5933496,ST CHRISTOPHER'S SCHOOL FOUNDATION
2797,ST CHRISTOPHER'S SCHOOL FOUNDATION,541727301,2019-06-30,12095890,ST CHRISTOPHER'S SCHOOL FOUNDATION
2798,ST CHRISTOPHER'S SCHOOL FOUNDATION,541727301,2018-06-30,5821709,ST CHRISTOPHER'S SCHOOL FOUNDATION
2799,ST CHRISTOPHER'S SCHOOL FOUNDATION,541727301,2017-06-30,5774157,ST CHRISTOPHER'S SCHOOL FOUNDATION
2800,ST CHRISTOPHER'S SCHOOL FOUNDATION,541727301,2016-06-30,6130769,ST CHRISTOPHER'S SCHOOL FOUNDATION
2801,ST CHRISTOPHER'S SCHOOL FOUNDATION,541727301,2015-06-30,5756641,ST CHRISTOPHER'S SCHOOL FOUNDATION
2802,ST CHRISTOPHER'S SCHOOL FOUNDATION,541727301,2014-06-30,7404162,ST CHRISTOPHER'S SCHOOL FOUNDATION
2803,WEST VIRGINIA UNIVERSITY FOUNDATION INC,556017181,2024-06-30,153932427,WEST VIRGINIA UNIVERSITY FOUNDATION INC
2804,WEST VIRGINIA UNIVERSITY FOUNDATION,556017181,2023-06-30,153381241,WEST VIRGINIA UNIVERSITY FOUNDATION INC
2805,WEST VIRGINIA UNIVERSITY FOUNDATION,556017181,2022-06-30,104681014,WEST VIRGINIA UNIVERSITY FOUNDATION INC
2806,WEST VIRGINIA UNIVERSITY FOUNDATION,556017181,2021-06-30,97989488,WEST VIRGINIA UNIVERSITY FOUNDATION INC
2807,WEST VIRGINIA UNIVERSITY FOUNDATION,556017181,2020-06-30,106328976,WEST VIRGINIA UNIVERSITY FOUNDATION INC
2808,WEST VIRGINIA UNIVERSITY FOUNDATION,556017181,2019-06-30,106620826,WEST VIRGINIA UNIVERSITY FOUNDATION INC
2809,WEST VIRGINIA UNIVERSITY FOUNDATION,556017181,2018-06-30,124715588,WEST VIRGINIA UNIVERSITY FOUNDATION INC
2810,WEST VIRGINIA UNIVERSITY FOUNDATION,556017181,2017-06-30,102858732,WEST VIRGINIA UNIVERSITY FOUNDATION INC
2811,WEST VIRGINIA UNIVERSITY FOUNDATION,556017181,2016-06-30,92883729,WEST VIRGINIA UNIVERSITY FOUNDATION INC
2812,WEST VIRGINIA UNIVERSITY FOUNDATION INC,556017181,2015-06-30,77960700,WEST VIRGINIA UNIVERSITY FOUNDATION INC
2813,WEST VIRGINIA UNIVERSITY FOUNDATION INC,556017181,2014-06-30,73615379,WEST VIRGINIA UNIVERSITY FOUNDATION INC
2814,DUKE UNIVERSITY,560532129,2024-06-30,4143403564,DUKE UNIVERSITY
2815,DUKE UNIVERSITY,560532129,2022-06-30,3624272862,DUKE UNIVERSITY
2816,DUKE UNIVERSITY,560532129,2021-06-30,3270558153,DUKE UNIVERSITY
2817,DUKE UNIVERSITY,560532129,2020-06-30,3412594625,DUKE UNIVERSITY
2818,DUKE UNIVERSITY,560532129,2019-06-30,3354786675,DUKE UNIVERSITY
2819,DUKE UNIVERSITY,560532129,2018-06-30,3207381976,DUKE UNIVERSITY
2820,DUKE UNIVERSITY,560532129,2017-06-30,3015264354,DUKE UNIVERSITY
2821,DUKE UNIVERSITY,560532129,2016-06-30,2862714633,DUKE UNIVERSITY
2822,DUKE UNIVERSITY,560532129,2015-06-30,2746184349,DUKE UNIVERSITY
2823,DUKE UNIVERSITY,560532129,2014-06-30,2656981842,DUKE UNIVERSITY
2824,CHILD ENRICHMENT INC,581287799,2020-06-30,1528747,
2825,The Florida State University Foundation Inc,596152180,2024-06-30,103086035,The Florida State University Foundation Inc
2826,THE FLORIDA STATE UNIVERSITY FOUNDATION,596152180,2023-06-30,76186009,The Florida State University Foundation Inc
2827,THE FLORIDA STATE UNIVERSITY FOUNDATION,596152180,2022-06-30,78001557,The Florida State University Foundation Inc
2828,THE FLORIDA STATE UNIVERSITY FOUNDATION,596152180,2021-06-30,69286321,The Florida State University Foundation Inc
2829,THE FLORIDA STATE UNIVERSITY FOUNDATION,596152180,2020-06-30,68306331,The Florida State University Foundation Inc
2830,THE FLORIDA STATE UNIVERSITY FOUNDATION,596152180,2019-06-30,72102289,The Florida State University Foundation Inc
2831,THE FLORIDA STATE UNIVERSITY FOUNDATION,596152180,2018-06-30,59126501,The Florida State University Foundation Inc
2832,THE FLORIDA STATE UNIVERSITY FOUNDATION,596152180,2017-06-30,58592101,The Florida State University Foundation Inc
2833,THE FLORIDA STATE UNIVERSITY FOUNDATION,596152180,2016-06-30,60657898,The Florida State University Foundation Inc
2834,THE FLORIDA STATE UNIVERSITY FOUNDATION INC,596152180,2015-06-30,66964815,The Florida State University Foundation Inc
2835,The Florida State University Foundation Inc,596152180,2014-06-30,61526652,The Florida State University Foundation Inc
2836,ALABAMA POLICY INSTITUTE INC,630809568,2024-12-31,802620,
2837,ALABAMA POLICY INSTITUTE INC,630809568,2023-12-31,1184916,
2838,Jupiter Medical Center Foundation Inc,650132406,2024-09-30,41428221,Jupiter Medical Center Foundation Inc
2839,Jupiter Medical Center Foundation Inc,650132406,2023-09-30,36960156,Jupiter Medical Center Foundation Inc
2840,Jupiter Medical Center Foundation Inc,650132406,2022-09-30,51204615,Jupiter Medical Center Foundation Inc
2841,Jupiter Medical Center Foundation Inc,650132406,2021-09-30,48794715,Jupiter Medical Center Foundation Inc
2842,Jupiter Medical Center Foundation Inc,650132406,2020-09-30,44496305,Jupiter Medical Center Foundation Inc
2843,Jupiter Medical Center Foundation Inc,650132406,2019-09-30,44184140,Jupiter Medical Center Foundation Inc
2844,Jupiter Medical Center Foundation Inc,650132406,2018-09-30,7836474,Jupiter Medical Center Foundation Inc
2845,Jupiter Medical Center Foundation Inc,650132406,2017-09-30,12895653,Jupiter Medical Center Foundation Inc
2846,Jupiter Medical Center Foundation Inc,650132406,2016-09-30,16780048,Jupiter Medical Center Foundation Inc
2847,Jupiter Medical Center Foundation Inc,650132406,2015-09-30,32894465,Jupiter Medical Center Foundation Inc
2848,Jupiter Medical Center Foundation Inc,650132406,2014-09-30,6882554,Jupiter Medical Center Foundation Inc
2849,INSTITUTE FOR ENERGY RESEARCH,760149778,2023-12-31,2361444,
2850,KIDS' MEALS INC,760330447,2024-12-31,17085492,
2851,The Foresight Institute,770119168,2024-12-31,3749519,
2852,AMERICAN PRAIRIE FOUNDATION,810541893,2024-12-31,15356995,
2853,AMERICAN PRAIRIE FOUNDATION,810541893,2022-12-31,10843086,
2854,North Yellowstone Education Foundation,823070065,2024-12-31,235261,
2855,North Yellowstone Education Foundation,823070065,2023-12-31,169837,
2856,North Yellowstone Education Foundation,823070065,2022-12-31,274347,
2857,North Yellowstone Education Foundation,823070065,2021-12-31,293421,
2858,North Yellowstone Education Foundation,823070065,2020-06-30,66289,
2859,THE CONSTITUTIONAL DEFENSE FUND INC,823203438,2024-09-26,336865,
2860,THE CONSTITUTIONAL DEFENSE FUND LLC,823203438,2023-12-31,5348726,
2861,THE CONSTITUTIONAL DEFENSE FUND LLC,823203438,2022-12-31,3973952,
2862,THE CONSTITUTIONAL DEFENSE FUND INC,823203438,2021-12-31,3630152,
2863,THE CONSTITUTIONAL DEFENSE FUND INC,823203438,2020-12-31,2840305,
2864,CENTER FOR FREEDOM AND SAFETY CO,832605379,2024-12-31,1554711,
2865,AMERICAN IDEA FOUNDATION INC,833365782,2024-12-31,1437616,
2866,AMERICAN IDEA FOUNDATION INC,833365782,2023-12-31,1587824,
2867,AMERICAN IDEA FOUNDATION INC,833365782,2022-12-31,1515653,
2868,SANTA FE INSTITUTE,850325494,2024-12-31,16973641,
2869,SANTA FE INSTITUTE,850325494,2023-12-31,16681238,
2870,SANTA FE INSTITUTE,850325494,2022-12-31,15398513,
2871,SANTA FE INSTITUTE,850325494,2021-12-31,12028658,
2872,SANTA FE INSTITUTE,850325494,2020-12-31,10513706,
2873,SANTA FE INSTITUTE,850325494,2019-12-31,12511638,
2874,SANTA FE INSTITUTE,850325494,2018-12-31,11950744,
2875,SANTA FE INSTITUTE,850325494,2017-12-31,10668030,
2876,SANTA FE INSTITUTE,850325494,2016-12-31,10417805,
2877,Santa Fe Institute,850325494,2015-12-31,11629042,
2878,SANTA FE INSTITUTE,850325494,2014-12-31,12156678,
2879,SANTA FE INSTITUTE,850325494,2013-12-31,11556618,
2880,CENTER FOR RACE AND OPPORTUNITY,850513810,2024-12-31,214003,
2881,Gracelyn Global Education Foundation,853502884,2024-12-31,1380100,
2882,Hartwell Global Education Foundatio,853502884,2023-12-31,1344661,
2883,HARTWELL GLOBAL EDUCATION,853502884,2022-12-31,772782,
2884,THE AMERICAN TINNITUS ASSOCIATION,930749558,2025-06-30,1856214,THE AMERICAN TINNITUS ASSOCIATION
2885,THE AMERICAN TINNITUS ASSOCIATION,930749558,2024-06-30,1546077,THE AMERICAN TINNITUS ASSOCIATION
2886,THE AMERICAN TINNITUS ASSOCIATION,930749558,2023-06-30,1677073,THE AMERICAN TINNITUS ASSOCIATION
2887,THE AMERICAN TINNITUS ASSOCIATION,930749558,2022-06-30,1252893,THE AMERICAN TINNITUS ASSOCIATION
2888,THE AMERICAN TINNITUS ASSOCIATION,930749558,2018-06-30,1018048,THE AMERICAN TINNITUS ASSOCIATION
2889,THE AMERICAN TINNITUS ASSOCIATION,930749558,2017-06-30,918238,THE AMERICAN TINNITUS ASSOCIATION
2890,THE AMERICAN TINNITUS ASSOCIATION,930749558,2015-06-30,764657,THE AMERICAN TINNITUS ASSOCIATION
2891,THE AMERICAN TINNITUS ASSOCIATION,930749558,2014-06-30,701378,THE AMERICAN TINNITUS ASSOCIATION
2892,PROVIDENCE HEALTH & SERVICES FOUNDATION,953544877,2024-12-31,24468373,
2893,PROVIDENCE HEALTH & SERVICES FOUNDATION,953544877,2023-12-31,22768065,
2894,PROVIDENCE HEALTH & SERVICES FOUNDATION,953544877,2022-12-31,33162117,
2895,PROVIDENCE HEALTH & SERVICES FOUNDATION,953544877,2021-12-31,30193610,
2896,PROVIDENCE HEALTH & SERVICES FOUNDATION,953544877,2020-12-31,26594812,
2897,PROVIDENCE HEALTH & SERVICES FOUNDATION,953544877,2019-12-31,20656354,
2898,PROVIDENCE HEALTH & SERVICES FOUNDATION,953544877,2018-12-31,13011186,
2899,PROVIDENCE HEALTH & SERVICES FOUNDATION,953544877,2017-12-31,15647316,
2900,PROVIDENCE HEALTH & SERVICES FOUNDATION,953544877,2016-12-31,14312259,
2901,PROVIDENCE HEALTH & SERVICES FOUNDATION,953544877,2015-12-31,15075460,
2902,PROVIDENCE HEALTH & SERVICES FOUNDATION,953544877,2014-12-31,11351204,
2903,PROVIDENCE HEALTH & SERVICES FOUNDATION,953544877,2013-12-31,8628883,
2904,ACHIEVEMENT FIRST INC,651203744,2024-06-30,51110544,ACHIEVEMENT FIRST INC
2905,ACHIEVEMENT FIRST INC,651203744,2023-06-30,52573871,ACHIEVEMENT FIRST INC
2906,ACHIEVEMENT FIRST INC,651203744,2022-06-30,51627041,ACHIEVEMENT FIRST INC
2907,ACHIEVEMENT FIRST INC,651203744,2021-06-30,42587793,ACHIEVEMENT FIRST INC
2908,ACHIEVEMENT FIRST INC,651203744,2020-06-30,42305981,ACHIEVEMENT FIRST INC
2909,ACHIEVEMENT FIRST INC,651203744,2019-06-30,46523899,ACHIEVEMENT FIRST INC
2910,ACHIEVEMENT FIRST INC,651203744,2018-06-30,44293373,ACHIEVEMENT FIRST INC
2911,Achievement First Inc,651203744,2017-06-30,44360810,ACHIEVEMENT FIRST INC
2912,Achievement First Inc,651203744,2016-06-30,42867233,ACHIEVEMENT FIRST INC
2913,ACHIEVEMENT FIRST INC,651203744,2015-06-30,44731384,ACHIEVEMENT FIRST INC
2914,ACHIEVEMENT FIRST INC,651203744,2014-06-30,44029144,ACHIEVEMENT FIRST INC
2915,ACUMEN FUND INC,134166228,2024-12-31,34228367,
2916,ACUMEN FUND INC,134166228,2023-12-31,30214319,
2917,ACUMEN FUND INC,134166228,2022-12-31,28870332,
2918,ACUMEN FUND INC,134166228,2021-12-31,22798953,
2919,ACUMEN FUND INC,134166228,2020-12-31,28389297,
2920,ACUMEN FUND INC,134166228,2019-12-31,26569877,
2921,ACUMEN FUND INC,134166228,2018-12-31,22674343,
2922,ACUMEN FUND INC,134166228,2017-12-31,21936798,
2923,ACUMEN FUND INC,134166228,2016-12-31,19444682,
2924,ACUMEN FUND INC,134166228,2014-12-31,16871549,
2925,Alpha USA,133962840,2024-12-31,20916104,
2926,Alpha USA,133962840,2023-12-31,16407205,
2927,The American Jewish Joint Distribution,131656634,2024-12-31,376439654,
2928,The American Jewish Joint Distribution,131656634,2023-12-31,368439711,
2929,The American Jewish Joint Distribution,131656634,2022-12-31,397871146,
2930,The American Jewish Joint Distribution,131656634,2021-12-31,336735582,
2931,The American Jewish Joint Distribution,131656634,2020-12-31,370971083,
2932,American Jewish Joint Distribution,131656634,2019-12-31,331659438,
2933,The American Jewish Joint Distribution,131656634,2018-12-31,324209651,
2934,The American Jewish Joint Distribution,131656634,2017-12-31,317102196,
2935,The American Jewish Joint Distribution,131656634,2016-12-31,306561117,
2936,The American Jewish Joint Distribution,131656634,2015-12-31,269597533,
2937,The American Jewish Joint Distribution,131656634,2014-12-31,326833035,
2938,The American Jewish Joint Distribution,131656634,2013-12-31,330006818,
2939,ANIMAL LEGAL DEFENSE FUND INC,942681680,2024-06-30,16979166,
2940,ANIMAL LEGAL DEFENSE FUND INC,942681680,2023-06-30,17763139,
2941,ANIMAL LEGAL DEFENSE FUND INC,942681680,2022-06-30,15680278,
2942,ANIMAL LEGAL DEFENSE FUND INC,942681680,2021-06-30,14334543,
2943,ANIMAL LEGAL DEFENSE FUND INC,942681680,2019-12-31,11367533,
2944,Animal Legal Defense Fund Inc,942681680,2018-12-31,14957795,
2945,Animal Legal Defense Fund Inc,942681680,2017-12-31,12487558,
2946,Animal Legal Defense Fund Inc,942681680,2016-12-31,12847750,
2947,Animal Legal Defense Fund Inc,942681680,2015-12-31,11616769,
2948,Animal Legal Defense Fund Inc,942681680,2014-12-31,8844061,
2949,Animal Legal Defense Fund Inc,942681680,2013-12-31,7552896,
2950,BIPARTISAN POLICY CENTER INC,731628382,2024-12-31,35378989,
2951,BIPARTISAN POLICY CENTER INC,731628382,2023-12-31,36412895,
2952,BIPARTISAN POLICY CENTER INC,731628382,2022-12-31,32244425,
2953,BIPARTISAN POLICY CENTER INC,731628382,2021-12-31,26764038,
2954,BIPARTISAN POLICY CENTER INC,731628382,2020-12-31,22766927,
2955,BIPARTISAN POLICY CENTER INC,731628382,2019-12-31,21725239,
2956,BIPARTISAN POLICY CENTER INC,731628382,2017-12-31,20321287,
2957,BIPARTISAN POLICY CENTER INC,731628382,2015-12-31,21667384,
2958,BIPARTISAN POLICY CENTER INC,731628382,2014-12-31,23009557,
2959,BIPARTISAN POLICY CENTER INC,731628382,2013-12-31,25035799,
2960,Capital Hospice,541920770,2020-12-31,128342245,
2961,Capital Hospice,541920770,2019-12-31,119399130,
2962,CAPITAL HOSPICE,541920770,2017-12-31,98905123,
2963,Capital Hospice,541920770,2016-12-31,91176701,
2964,CAPITAL HOSPICE,541920770,2015-12-31,89010440,
2965,Capital Hospice,541920770,2013-12-31,81487932,
2966,Center for Immigration Studies Inc,521449368,2016-12-31,2816435,
2967,CENTER FOR IMMIGRATION STUDIES INC,521449368,2015-12-31,2670635,
2968,The Christian Broadcasting Network Inc,540678752,2025-03-31,267499245,THE CHRISTIAN BROADCASTING NETWORK INC
2969,THE CHRISTIAN BROADCASTING NETWORK INC,540678752,2024-03-31,283411429,THE CHRISTIAN BROADCASTING NETWORK INC
2970,THE CHRISTIAN BROADCASTING NETWORK INC,540678752,2023-03-31,295273972,THE CHRISTIAN BROADCASTING NETWORK INC
2971,THE CHRISTIAN BROADCASTING NETWORK INC,540678752,2022-03-31,282713119,THE CHRISTIAN BROADCASTING NETWORK INC
2972,THE CHRISTIAN BROADCASTING NETWORK INC,540678752,2021-03-31,269571938,THE CHRISTIAN BROADCASTING NETWORK INC
2973,The Christian Broadcasting Network Inc,540678752,2020-03-31,301902983,THE CHRISTIAN BROADCASTING NETWORK INC
2974,The Christian Broadcasting Network Inc,540678752,2019-03-31,320134858,THE CHRISTIAN BROADCASTING NETWORK INC
2975,The Christian Broadcasting Network Inc,540678752,2018-03-31,319708060,THE CHRISTIAN BROADCASTING NETWORK INC
2976,The Christian Broadcasting Network Inc,540678752,2017-03-31,306124580,THE CHRISTIAN BROADCASTING NETWORK INC
2977,The Christian Broadcasting Network Inc,540678752,2016-03-31,314780034,THE CHRISTIAN BROADCASTING NETWORK INC
2978,The Christian Broadcasting Network Inc,540678752,2015-03-31,302663592,THE CHRISTIAN BROADCASTING NETWORK INC
2979,THE CHRISTIAN BROADCASTING NETWORK INC,540678752,2014-03-31,296221847,THE CHRISTIAN BROADCASTING NETWORK INC
2980,CICERO RESEARCH,861325445,2023-12-31,3550367,
2981,CICERO RESEARCH,861325445,2022-12-31,9711324,
2982,CICERO RESEARCH,861325445,2021-12-31,3317893,
2983,COLD SPRING HARBOR LABORATORY,112013303,2024-12-31,199781370,
2984,COLD SPRING HARBOR LABORATORY,112013303,2023-12-31,190674658,
2985,COLD SPRING HARBOR LABORATORY,112013303,2022-12-31,183981090,
2986,COLD SPRING HARBOR LABORATORY,112013303,2021-12-31,170447277,
